Region,iso3,Country,City/Town,Year,"Annual mean, ug/m3",Temporal coverage,note on converted PM2.5,Number and type of monitoring stations,Reference for air quality,Database version (year),status
Europe (HIC),CZE,Czechia,Opava,2016,22,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Ostrava,2016,25,>75%,Measured,"1 Suburban-Background, 2 Urban-Background, 1 Urban-Industrial, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Pardubice,2016,17,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Pilsen,2016,17,>75%,Measured,"2 Suburban-Background, 2 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Prague,2016,17,>75%,Measured,"3 Suburban-Background, 4 Urban-Background, 6 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Prerov,2016,22,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Pstruzi,2014,19,>75%,Measured,"1 N.A., 1 Rural-Near_city-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Rozdalovice,2016,16,>75%,Measured,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Rychvald,2016,25,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Sedlec,2016,15,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Sokolov,2016,13,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Stachy,2016,4,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Studenka,2016,23,>75%,Measured,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Sudice,2016,20,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Svratouch,2016,10,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Teplice,2016,19,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Trinec,2016,24,>75%,Measured,"1 Suburban-Background, 1 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Usti Nad Labem,2016,15,>75%,Measured,"1 Suburban-Background, 1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Valasske Mezirici,2016,21,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Zlin,2016,20,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),CZE,Czechia,Znojmo,2016,16,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Aachen,2015,11,NA,Measured,2 Urban,The European Environment Agency (EEA),2018,
Europe (HIC),DEU,Germany,Andechs,2016,8,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Annaberg-Buchholz,2014,14,>75%,Measured,1 N.A.,The European Environment Agency (EEA),2018,
Europe (HIC),DEU,Germany,Ansbach,2016,12,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Arzberg,2016,12,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Aschaffenburg,2016,11,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Augsburg,2016,12,>75%,Measured,"2 Suburban-Background, 1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Bad Arolsen,2016,10,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Bad Arolsen/Kohlgrund,2013,13,NA,Measured,"1 station, background, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Bad Belzig,2014,13,>75%,Measured,"1 N.A., 1 Rural-Regional",The European Environment Agency (EEA),2018,
Europe (HIC),DEU,Germany,Bad Kreuznach,2016,12,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Bad Lauterberg Im Harz,2016,13,>75%,Measured,"1 N.A., 1 Suburban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Bamberg,2016,12,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Belau,2016,9,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Berlin,2016,16,>75%,Measured,"2 Rural-Near_city-Background, 1 Suburban-Background, 6 Urban-Background, 6 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Bernau Bei Berlin,2016,15,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Bielefeld,2015,14,NA,Measured,2 Urban,The European Environment Agency (EEA),2018,
Europe (HIC),DEU,Germany,Blankenfelde-Mahlow,2016,16,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Bosel,2016,13,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Brandenburg An Der Havel,2016,14,>75%,Measured,"1 Suburban-Background, 3 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Braunschweig,2016,13,>75%,Measured,"1 Suburban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Bremen,2016,12,>75%,Measured,"1 Rural-Regional-Industrial, 4 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Bremerhaven,2016,12,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Brunbuttel,2013,13,NA,Measured,"1 station, industrial, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Brunsbuttel,2016,12,>75%,Measured,"1 N.A., 1 Suburban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Buckow,2013,13,NA,Measured,"1 station, background, rural-regional","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Buckow (Markische Schweiz),2016,13,>75%,Measured,"1 N.A., 1 Rural-Regional-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Burg (Bei Magdeburg),2016,11,>75%,Measured,3 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Burgbernheim,2016,10,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Burghausen,2016,12,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Chemnitz,2015,13,50% -< 75%,Measured,1 Urban,The European Environment Agency (EEA),2018,
Europe (HIC),DEU,Germany,Coburg,2016,11,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Collm,2013,11,NA,Measured,"1 station, background, rural-remote","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Cottbus,2016,15,>75%,Measured,"2 N.A., 4 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Datteln,2016,15,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Dornbock,2016,13,>75%,Measured,3 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Dortmund,2016,14,>75%,Measured,"3 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Dresden,2016,13,>75%,Measured,"1 Urban-Background, 5 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Duisburg,2016,12,>75%,Measured,"1 Suburban-Background, 5 Urban-Industrial, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Dusseldorf,2016,12,>75%,Measured,"3 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Eberswalde,2016,16,>75%,Measured,"1 N.A., 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Eisenhuttenstadt,2016,17,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Elsterwerda,2016,15,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Erfurt,2016,11,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Erpfingen,2013,9,NA,Measured,"1 station, background, rural-regional","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Essen,2016,13,>75%,Measured,"2 Suburban-Background, 3 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Flensburg,2016,11,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Frankfurt,2013,18,NA,Measured,"2 stations, traffic, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Frankfurt (Oder),2016,16,>75%,Measured,"1 Suburban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Frankfurt A. Main,2013,16,NA,Measured,"2 stations, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Frankfurt Am Main,2016,13,>75%,Measured,"3 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Freiburg,2013,13,NA,Measured,"1 station, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Freiburg Im Breisgau,2016,11,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Fulda,2016,14,>75%,Measured,"1 N.A., 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Gehlberg,2016,7,>75%,Measured,2 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Gelsenkirchen,2016,14,>75%,Measured,"1 Suburban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Giessen,2016,13,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Goettingen,2013,11,NA,Measured,"1 station, background, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Gottingen,2016,11,>75%,Measured,"1 N.A., 1 Suburban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Greiz,2016,12,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Gulzow-Pruzen,2016,12,>75%,Measured,2 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Gustrow,2016,11,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Halle (Saale),2016,15,>75%,Measured,"1 Urban-Background, 5 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Hamburg,2016,14,>75%,Measured,"5 Urban-Background, 3 Urban-Industrial, 4 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Hannover,2016,12,>75%,Measured,"1 N.A., 1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Harzgerode,2016,9,>75%,Measured,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Heilbronn,2016,14,>75%,Measured,"2 Suburban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Heppenheim (Bergstrasse),2016,14,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Hortenkopf,2013,8,NA,Measured,"1 station, background, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Ingolstadt,2016,12,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Itzehoe,2016,12,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Kaiserslautern,2016,12,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Karlsruhe,2016,12,>75%,Measured,"3 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Kassel,2016,11,>75%,Measured,"2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Kehl,2016,11,>75%,Measured,3 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Kelheim,2016,13,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Kempten (Allgau),2016,10,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Kiel,2016,12,>75%,Measured,"1 N.A., 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Kleinwallstadt,2016,11,>75%,Measured,1 Rural-Near_city-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Koblenz,2016,12,>75%,Measured,2 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Koln,2016,15,>75%,Measured,"1 Suburban-Background, 1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Konigs Wusterhausen,2013,14,>75%,Measured,1 N.A.,The European Environment Agency (EEA),2018,
Europe (HIC),DEU,Germany,Konstanz,2015,12,>75%,Measured,1 Urban,The European Environment Agency (EEA),2018,
Europe (HIC),DEU,Germany,Krefeld,2016,15,>75%,Measured,"2 Suburban-Industrial, 1 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Leipzig,2016,13,>75%,Measured,"3 Urban-Background, 5 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Leizen,2016,12,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Lindau (Bodensee),2016,12,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Lingen (Ems),2016,13,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Lubeck,2016,10,>75%,Measured,"4 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Luchow,2016,12,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Luder,2016,10,>75%,Measured,4 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe (HIC),DEU,Germany,Ludwigshafen,2013,15,NA,Measured,"3 stations, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe (HIC),DEU,Germany,Ludwigshafen Am Rhein,2016,13,>75%,Measured,"1 Urban-Background, 1 Urban-Industrial, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
